Date,Country,Injuries/Casualties,Type,Description,Source(s),cite_id,links
2011-10-15,United States,3,Transport,"Three teenagers (two sisters and a friend) were killed by a train while posing for a selfie that was found on their phone. Shortly before, they posted the message ""Standing right by a train ahaha this is awesome!!!!"" to Facebook.",cite_ref-8,cite_ref-8,"['https://www.up.com/aboutup/community/inside_track/selfie-tragedy-12-7-2016.htm', 'https://web.archive.org/web/20191208074643/https://www.up.com/aboutup/community/inside_track/selfie-tragedy-12-7-2016.htm']"
2011-10-15,United States,3,Transport,"Three teenagers (two sisters and a friend) were killed by a train while posing for a selfie that was found on their phone. Shortly before, they posted the message ""Standing right by a train ahaha this is awesome!!!!"" to Facebook.",cite_ref-9,cite_ref-9,"['http://www.deseretnews.com/article/705392623/Utah-County-community-mourns-loss-of-teenagers-hit-by-train.html', 'https://web.archive.org/web/20190404014551/https://www.deseretnews.com/article/705392623/Utah-County-community-mourns-loss-of-teenagers-hit-by-train.html']"
2014-03-01,Spain,1,Electrocution,A 21-year-old man was electrocuted after climbing on top of a train to take a selfie with friends and touching a wire that (contrary to the assumptions of the group) turned out to be live. One of the friends was hospitalized in serious condition.,cite_ref-10,cite_ref-10,"['http://www.thelocal.es/20140318/young-man-dies-in-train-selfie-fail', '/wiki/The_Local', 'https://web.archive.org/web/20190811071818/https://www.thelocal.es/20140318/young-man-dies-in-train-selfie-fail']"
2014-03-01,Russia,1,Transport,"A train driver saw two people near the train tracks in front of them and applied the emergency brake and sounded the horn. One of the people on the tracks moved away and the second, a 15-year-old, was attempting to take a selfie when a collision occurred with the train and they were killed.",cite_ref-11,cite_ref-11,"['https://orsk.ru/news/86935#', 'https://web.archive.org/web/20191210120811/https://orsk.ru/news/86935']"
2014-04-01,United States,1,Transport,"A 32-year-old woman from North Carolina was driving when her vehicle veered across the center median, collided with a recycling truck, left the road, hit a tree, and burst into flames – moments after posting selfies online when she heard Pharrell Williams' song ""Happy"". The truck driver was unharmed.",cite_ref-12,cite_ref-12,"['https://www.independent.co.uk/news/world/americas/selfie-crash-death-woman-dies-in-headon-collision-seconds-after-uploading-pictures-of-herself-and-happy-status-to-facebook-9293694.html', 'https://web.archive.org/web/20150923110845/http://www.independent.co.uk/news/world/americas/selfie-crash-death-woman-dies-in-headon-collision-seconds-after-uploading-pictures-of-herself-and-happy-status-to-facebook-9293694.html']"
2014-04-01,United States,1,Transport,"A 32-year-old woman from North Carolina was driving when her vehicle veered across the center median, collided with a recycling truck, left the road, hit a tree, and burst into flames – moments after posting selfies online when she heard Pharrell Williams' song ""Happy"". The truck driver was unharmed.",cite_ref-13,cite_ref-13,"['http://thenewswheel.com/woman-dies-after-posting-selfie-while-driving/', 'https://web.archive.org/web/20190110193010/http://thenewswheel.com/woman-dies-after-posting-selfie-while-driving/']"
2014-04-22,Russia,1,Fall,"A 17-year-old girl fell 30 ft to her death after being hit by 1,500 volts when attempting to grab live wires on a railway bridge.",cite_ref-14,cite_ref-14,"['https://www.theweek.co.uk/64328/selfie-deaths-five-people-who-died-taking-a-selfie', 'https://web.archive.org/web/20181010023546/http://www.theweek.co.uk/64328/selfie-deaths-five-people-who-died-taking-a-selfie']"
2014-05-01,India,1,Transport,A 15-year-old boy was killed by a train while posing for a selfie on the tracks.,cite_ref-15,cite_ref-15,"['http://gulfnews.com/news/asia/india/selfie-boy-15-killed-by-train-in-kerala-1.1336980', 'https://web.archive.org/web/20180316223206/http://gulfnews.com/news/asia/india/selfie-boy-15-killed-by-train-in-kerala-1.1336980']"
2014-05-31,United States,2,Transport,"A 29-year-old amateur pilot allegedly took selfies using a GoPro camera before his plane crashed, killing himself and the passenger on board.",cite_ref-16,cite_ref-16,"['https://www.cnn.com/2015/02/03/us/selfie-plane-crash/index.html', 'https://web.archive.org/web/20191115024853/https://www.cnn.com/2015/02/03/us/selfie-plane-crash/index.html']"
2014-06-01,Italy,1,Fall,A 16-year-old girl died in Taranto after plunging 60 feet onto rocks while she was trying to take a photograph of herself on the seafront.,cite_ref-17,cite_ref-17,"['https://www.mirror.co.uk/news/world-news/teenager-plunges-60ft-death-onto-3681522', 'https://web.archive.org/web/20180302165514/https://www.mirror.co.uk/news/world-news/teenager-plunges-60ft-death-onto-3681522']"
2014-07-01,Philippines,1,Fall,"A 14-year-old high school student in the Philippines fell to her death after losing her balance while taking a selfie with a friend near a staircase landing of their school in suburban Pasig.  According to doctors, she sustained a sharp blow to the head from the fall and broke a rib which pierced a kidney.",cite_ref-18,cite_ref-18,"['http://gulfnews.com/news/world/philippines/student-falls-to-death-while-taking-selfie-1.1355674', 'https://web.archive.org/web/20141129014700/http://gulfnews.com/news/world/philippines/student-falls-to-death-while-taking-selfie-1.1355674']"
2014-07-24,Belgium,1,Transport,A 12 year-old was with a second person taking selfies near a railway track. A train arrived and they went back down onto the train tracks to retrieve their bags. As they were waiting for the train to leave a second train approached that they did not hear. The second person jumped away before the train collided with them and the 12 year-old was hit by the train and killed.,cite_ref-19,cite_ref-19,['https://www.rtl.be/info/belgique/societe/charlotte-est-decedee-a-12-ans-alors-qu-elle-faisait-un-selfie-sur-les-voies-sa-mere-clara-raconte-pour-que-cela-n-arrive-plus-1278547.aspx']
2014-07-24,Belgium,1,Transport,A 12 year-old was with a second person taking selfies near a railway track. A train arrived and they went back down onto the train tracks to retrieve their bags. As they were waiting for the train to leave a second train approached that they did not hear. The second person jumped away before the train collided with them and the 12 year-old was hit by the train and killed.,cite_ref-20,cite_ref-20,['https://www.vrt.be/vrtnws/nl/2021/02/09/infrabel-wil-geen-doden-meer-op-en-rondom-het-spoor-en-lanceert/']
2014-08-01,Philippines,1,Firearm,A 15-year-old boy in the Philippines was critically wounded after accidentally shooting himself while taking a selfie in which his other hand was holding a gun to his chin.,cite_ref-21,cite_ref-21,"['https://web.archive.org/web/20140826182527/https://anc.yahoo.com/news/15-year-old-boy-accidentally-shoots-self-while-taking-selfie-232209362.html', 'https://anc.yahoo.com/news/15-year-old-boy-accidentally-shoots-self-while-taking-selfie-232209362.html']"
2014-08-02,Mexico,1,Firearm,A 21-year-old man was drinking with friends and took a selfie to post on Facebook. He posed with a gun pointed at his face. The man accidentally shot himself and he was declared dead at the scene.,cite_ref-22,cite_ref-22,"['http://www.nydailynews.com/news/world/mexican-man-accidentally-shoots-head-posing-selfie-article-1.1890938', 'https://web.archive.org/web/20190824100341/https://www.nydailynews.com/news/world/mexican-man-accidentally-shoots-head-posing-selfie-article-1.1890938']"
2014-08-01,Portugal,2,Fall,A Polish couple fell to their death off a cliff in Portugal after crossing a safety barrier to take a selfie with their children. Their two children who were present at the scene survived.,cite_ref-23,cite_ref-23,"['https://web.archive.org/web/20180925020159/https://www.telegraph.co.uk/news/worldnews/europe/poland/11024800/Polish-couple-killed-in-cliff-fall-after-posing-for-selfies.html', 'https://www.telegraph.co.uk/news/worldnews/europe/poland/11024800/Polish-couple-killed-in-cliff-fall-after-posing-for-selfies.html']"
2014-08-01,India,1,Electrocution,"In Kerala, a 14-year-old boy was electrocuted while attempting to take a selfie on top of a stationary train.",cite_ref-24,cite_ref-24,"['http://indianexpress.com/article/india/india-others/selfie-attempt-atop-stationary-train-claims-kerala-teens-life/', 'https://web.archive.org/web/20180619035715/https://indianexpress.com/article/india/india-others/selfie-attempt-atop-stationary-train-claims-kerala-teens-life/']"
2014-08-01,United States,1,Transport,"A 36-year-old man, of Niagara, N.D., struck and killed a 54-year-old woman of Portland, N.D., while driving. She was riding a bicycle and he was distracted as he took a selfie, striking her from behind with his vehicle.",cite_ref-25,cite_ref-25,"['http://www.grandforksherald.com/news/crime-and-courts/3955526-man-sentenced-6-months-jail-killing-cyclist-2014-accident', 'https://web.archive.org/web/20181107012425/http://www.grandforksherald.com/news/crime-and-courts/3955526-man-sentenced-6-months-jail-killing-cyclist-2014-accident']"
2014-10-01,Philippines,1,Drowned,An 18-year-old woman in the Philippines was posing for a group selfie on a beach with friends. She was captured by a strong wave and drowned.,cite_ref-26,cite_ref-26,"['https://observer.com/2014/10/18-year-old-dies-attempting-beach-birthday-selfie/', '/wiki/The_New_York_Observer', 'https://web.archive.org/web/20180925020147/https://observer.com/2014/10/18-year-old-dies-attempting-beach-birthday-selfie/']"
2014-10-01,Philippines,1,Drowned,An 18-year-old woman in the Philippines was posing for a group selfie on a beach with friends. She was captured by a strong wave and drowned.,cite_ref-27,cite_ref-27,"['http://newsinfo.inquirer.net/644971/selfie-in-front-of-bangui-windmills-turns-deadly', '/wiki/Philippine_Daily_Inquirer', 'https://web.archive.org/web/20190610223546/https://newsinfo.inquirer.net/644971/selfie-in-front-of-bangui-windmills-turns-deadly']"
2014-10-01,Philippines,1,Drowned,An 18-year-old woman in the Philippines was posing for a group selfie on a beach with friends. She was captured by a strong wave and drowned.,cite_ref-28,cite_ref-28,"['http://www.gmanetwork.com/news/story/383541/news/regions/student-drowns-while-trying-to-take-selfie-at-ilocos-beach', '/wiki/GMA_News_Online', 'https://web.archive.org/web/20160312133519/http://www.gmanetwork.com/news/story/383541/news/regions/student-drowns-while-trying-to-take-selfie-at-ilocos-beach']"
2014-11-01,Spain,1,Fall,"A 23-year-old student from Poland fell to her death while trying to take a selfie on the ledge of the Triana Bridge in Seville, Spain.",cite_ref-29,cite_ref-29,"['http://metro.co.uk/2014/11/05/tourist-dies-after-falling-from-bridge-taking-selfie-4936592/', '/wiki/Metro_News', 'https://web.archive.org/web/20190710124142/https://metro.co.uk/2014/11/05/tourist-dies-after-falling-from-bridge-taking-selfie-4936592/']"
2014-11-01,Spain,1,Fall,"A 23-year-old student from Poland fell to her death while trying to take a selfie on the ledge of the Triana Bridge in Seville, Spain.",cite_ref-30,cite_ref-30,"['https://observer.com/2014/11/tourist-plunges-to-her-death-while-taking-selfie-on-landmark-bridge/', 'https://web.archive.org/web/20180925020205/https://observer.com/2014/11/tourist-plunges-to-her-death-while-taking-selfie-on-landmark-bridge/']"
2015-01-01,South Africa,1,Fall,"A 21-year-old woman died after falling from Northcliff Hill, Johannesburg, as a male companion was setting up a tripod for a selfie. Reports vary as to the identity of the companion.",cite_ref-31,cite_ref-31,"['http://www.news24.com/SouthAfrica/News/Joburg-woman-in-deadly-fall-was-on-first-date-20150119', '/wiki/News24_(website)', 'https://web.archive.org/web/20180925020219/https://www.news24.com/SouthAfrica/News/Joburg-woman-in-deadly-fall-was-on-first-date-20150119']"
2015-01-01,South Africa,1,Fall,"A 21-year-old woman died after falling from Northcliff Hill, Johannesburg, as a male companion was setting up a tripod for a selfie. Reports vary as to the identity of the companion.",cite_ref-32,cite_ref-32,"['http://www.tnp.sg/news/world-news/tragic-love-story-woman-falls-her-death-while-taking-selfie-first-date', '/wiki/The_New_Paper', 'https://web.archive.org/web/20190624183600/https://www.tnp.sg/news/world-news/tragic-love-story-woman-falls-her-death-while-taking-selfie-first-date']"
2015-01-01,Russia,2,Other,Two young men died in the Ural Mountains after they pulled the pin from a live hand grenade to take a selfie. The phone with the picture remained as evidence of the circumstance of their deaths.,cite_ref-33,cite_ref-33,"['http://www.aljazeera.com/news/2015/07/russia-launches-safe-selfie-guide-light-deaths-150707132204704.html', '/wiki/Aljazeera.com', 'https://web.archive.org/web/20150917094008/http://www.aljazeera.com/news/2015/07/russia-launches-safe-selfie-guide-light-deaths-150707132204704.html']"
2015-01-01,India,3,Transport,"Three students aged 20 to 22 died trying to take a ""daredevil selfie"" close to an oncoming train on railway tracks of Mathura, near Kosikala.",cite_ref-34,cite_ref-34,"['http://timesofindia.indiatimes.com/india/Selfie-in-front-of-running-train-costs-three-college-goers-their-life/articleshow/46025185.cms', 'https://web.archive.org/web/20191014210916/https://timesofindia.indiatimes.com/india/Selfie-in-front-of-running-train-costs-three-college-goers-their-life/articleshow/46025185.cms']"
2015-02-04,India,1,Transport,"An Israeli man traveling on a train from Mumbai to Goa in India was attempting to take a selfie and fell out of the moving train, resulting in his death.",cite_ref-35,cite_ref-35,"['http://www.timesofisrael.com/israeli-plunges-to-death-from-india-train-while-taking-selfie/', 'https://web.archive.org/web/20180916174134/http://www.timesofisrael.com/israeli-plunges-to-death-from-india-train-while-taking-selfie/']"
2015-02-21,United States,1,Transport,"A man in Kalama, Washington, stepped out onto a railroad track to take a selfie with himself and a woman with a passing train in the background. The man misjudged which track the oncoming train was on and was struck and died at the scene.",cite_ref-36,cite_ref-36,"['http://wgntv.com/2015/02/23/man-struck-and-killed-by-train-while-posing-for-selfie/', 'https://web.archive.org/web/20180923120326/https://wgntv.com/2015/02/23/man-struck-and-killed-by-train-while-posing-for-selfie/']"
2015-03-01,India,7,Drowned,"Seven youths drowned while taking selfies on Mangrul Lake near Kuhi, about 20 km from Nagpur, India. Their boat had tipped over as they were standing up to pose.",cite_ref-37,cite_ref-37,"['http://www.abplive.in/india/2015/03/23/article535380.ece/Nagpur-Seven-youths-drown-in-lake-while-taking-a-selfie', 'https://web.archive.org/web/20151004181414/http://www.abplive.in/india/2015/03/23/article535380.ece/Nagpur-Seven-youths-drown-in-lake-while-taking-a-selfie']"
2015-03-01,India,7,Drowned,"Seven youths drowned while taking selfies on Mangrul Lake near Kuhi, about 20 km from Nagpur, India. Their boat had tipped over as they were standing up to pose.",cite_ref-38,cite_ref-38,"['http://www.business-standard.com/article/pti-stories/seven-youths-drown-in-lake-115032300312_1.html', '/wiki/Business_Standard', 'https://web.archive.org/web/20180917000652/https://www.business-standard.com/article/pti-stories/seven-youths-drown-in-lake-115032300312_1.html']"
2015-04-01,Italy,1,Fall,"A 60-year-old German tourist skiing in the Trentino-Alto Adige region of Italy was reported missing when he failed to pick up his children from ski school. Subsequent investigation found that while skiing alone, he took off his skis and went off-trail to take a selfie next to a cliff, where he slipped and plunged 200 metres to his death.",cite_ref-39,cite_ref-39,"['http://www.thelocal.it/20150402/german-tourist-dies-in-italy-selfie-fall', 'https://web.archive.org/web/20180619040335/https://www.thelocal.it/20150402/german-tourist-dies-in-italy-selfie-fall']"
2015-04-01,Serbia,1,Transport,"A 22-year-old man was trying to recreate a scene from his favorite movie Barking at the Stars by running in front of a train, beating it and being hailed a hero. As he ran in front of the train, he tried to take a selfie to document the scene. He was killed instantly when the express train hit him at full speed in the village of Laćarak near the northern Serbian town of Sremska Mitrovica.",cite_ref-40,cite_ref-40,"['https://www.mirror.co.uk/news/world-news/film-fan-killed-taking-selfie-5484349', 'https://web.archive.org/web/20161011100814/http://www.mirror.co.uk/news/world-news/film-fan-killed-taking-selfie-5484349']"
2015-05-01,Romania,2,Electrocution,"An 18-year-old woman died when she attempted to take the ""ultimate selfie"", posing with a friend on top of a train in the north-eastern Romanian city of Iași when her leg touched a live wire above which electrocuted her with 27,000 volts. A 17-year-old friend who accompanied her was hospitalised.",cite_ref-41,cite_ref-41,"['https://www.independent.co.uk/news/teenager-dies-attempting-to-take-ultimate-selfie-10250134.html', 'https://web.archive.org/web/20170831013847/http://www.independent.co.uk/news/teenager-dies-attempting-to-take-ultimate-selfie-10250134.html']"
2015-05-01,Russia,1,Electrocution,A teenage boy climbed on a railway bridge in Ryazan Oblast of Russia to take a selfie and died when he came in contact with live wires.,cite_ref-42,cite_ref-42,"['http://www.smh.com.au/national/clique/death-snap-russia-launches-safe-selfie-guide-20150709-gi8khb.html', 'https://web.archive.org/web/20150924183959/http://www.smh.com.au/national/clique/death-snap-russia-launches-safe-selfie-guide-20150709-gi8khb.html']"
2015-05-01,Indonesia,1,Fall,A 21-year-old man from Yogyakarta fell into the crater of Mount Merapi while attempting to take a selfie and died.,cite_ref-43,cite_ref-43,"['http://www.thejakartapost.com/news/2015/06/18/mt-merapi-prepare-selfie-spot-visitors.html', '/wiki/Jakarta_Post', 'https://web.archive.org/web/20190416225941/https://www.thejakartapost.com/news/2015/06/18/mt-merapi-prepare-selfie-spot-visitors.html']"
2015-05-01,Indonesia,1,Fall,A 21-year-old man from Yogyakarta fell into the crater of Mount Merapi while attempting to take a selfie and died.,cite_ref-44,cite_ref-44,"['http://www.thejakartapost.com/news/2015/05/17/mt-merapi-climber-falls-crater.html', 'https://web.archive.org/web/20181210235108/http://www.thejakartapost.com/news/2015/05/17/mt-merapi-climber-falls-crater.html']"
2015-05-01,Indonesia,1,Fall,"A Singaporean tourist died after falling into the sea while taking a selfie on a cliff in Nusa Lembongan, an island off the coast of Bali.",cite_ref-45,cite_ref-45,"['http://www.thejakartapost.com/news/2015/05/22/singaporean-dies-when-taking-selfie-bali.html', 'https://web.archive.org/web/20190824100410/https://www.thejakartapost.com/news/2015/05/22/singaporean-dies-when-taking-selfie-bali.html']"
2015-06-01,Pakistan,1,Firearm,"A 15-year-old boy in Pakistan was taking selfies with a toy gun when police opened fire on him, killing him.",cite_ref-46,cite_ref-46,"['http://www.ndtv.com/world-news/police-kill-pakistani-teen-taking-selfies-with-toy-gun-report-774392', 'https://web.archive.org/web/20160819201547/http://www.ndtv.com/world-news/police-kill-pakistani-teen-taking-selfies-with-toy-gun-report-774392']"
2015-06-01,Russia,2,Electrocution,"Two teenage girls were electric shocked, but survived, at a railroad yard in the city of Taganrog in southern Russia. They tried to climb on the tank car of an old freight train that was standing at the platform in order to take a selfie, but did not realize it was still in use and on a live track.",cite_ref-47,cite_ref-47,"['https://www.mirror.co.uk/news/technology-science/technology/two-teenage-girls-fighting-life-5866860', 'https://web.archive.org/web/20180302225309/https://www.mirror.co.uk/news/technology-science/technology/two-teenage-girls-fighting-life-5866860']"
2015-07-01,Russia,1,Fall,A 21-year-old university graduate died after falling from a bridge while she was trying to take a memorable selfie next to the Moscow International Business Center.,cite_ref-50,cite_ref-50,['https://www.tori.ng/news/3905/21year-old-lady-falls-to-her-death-from-bridge-try.html']
2015-07-01,United States,1,Animal,A man from San Diego was hospitalised for five days following an attempt to take a selfie with a rattlesnake which then bit him.,cite_ref-51,cite_ref-51,"['https://www.mirror.co.uk/news/world-news/rattlesnake-selfie-man-nearly-killed-6128169', 'https://web.archive.org/web/20180619040116/https://www.mirror.co.uk/news/world-news/rattlesnake-selfie-man-nearly-killed-6128169']"
2015-07-01,United States,1,Animal,A woman in Yellowstone National Park was gored by an American bison while taking a selfie. She was treated for injuries.,cite_ref-52,cite_ref-52,"['https://www.washingtonpost.com/news/morning-mix/wp/2015/07/23/bison-selfies-are-a-bad-idea-tourist-gored-in-yellowstone-as-another-photo-goes-awry/?postshare=4551456984209562&tid=ss_tw', 'https://web.archive.org/web/20160308113109/https://www.washingtonpost.com/news/morning-mix/wp/2015/07/23/bison-selfies-are-a-bad-idea-tourist-gored-in-yellowstone-as-another-photo-goes-awry/?postshare=4551456984209562&tid=ss_tw']"
2015-07-01,United Kingdom,1,Electrocution,A man was fatally struck by lightning at Brecon Beacons supposedly due to the selfie stick he had attracting the bolt.,cite_ref-53,cite_ref-53,"['http://www.independent.co.uk/news/uk/home-news/man-who-was-struck-and-killed-by-lightning-in-brecon-beacons-was-carrying-a-selfie-stick-10370907.html', 'https://web.archive.org/web/20191011154538/https://www.independent.co.uk/news/uk/home-news/man-who-was-struck-and-killed-by-lightning-in-brecon-beacons-was-carrying-a-selfie-stick-10370907.html']"
2015-07-01,Philippines,1,Transport,"A woman vacationing in Pagudpud, Ilocos Norte, asked her family to stop their car so she could take a selfie by the side of the road with a scenic view. She was hit by a speeding motorcycle while taking the picture. She was taken to hospital and died. The driver of the motorcycle was a minor.",cite_ref-54,cite_ref-54,"['https://web.archive.org/web/20160209230731/http://www.gmanetwork.com/news/story/526670/news/pinoyabroad/balikbayan-dies-while-taking-selfie-on-pagudpud-highway', 'http://www.gmanetwork.com/news/story/526670/news/pinoyabroad/balikbayan-dies-while-taking-selfie-on-pagudpud-highway']"
2015-08-09,Spain,1,Animal,A man was gored to death in the annual bull-running festival in the town of Villaseca de la Sagra while trying to take a selfie with a bull.,cite_ref-55,cite_ref-55,"['https://www.mirror.co.uk/news/world-news/man-taking-selfie-gored-death-6225812', 'https://web.archive.org/web/20150923195258/http://www.mirror.co.uk/news/world-news/man-taking-selfie-gored-death-6225812']"
2015-08-09,Spain,1,Animal,A man was gored to death in the annual bull-running festival in the town of Villaseca de la Sagra while trying to take a selfie with a bull.,cite_ref-56,cite_ref-56,"['https://sports.cbslocal.com/2015/08/10/man-killed-selfie-running-of-the-bulls/', 'https://web.archive.org/web/20181007060207/https://sports.cbslocal.com/2015/08/10/man-killed-selfie-running-of-the-bulls/']"
2015-08-01,Russia,1,Electrocution,A 14-year-old girl died after being shocked with a live wire when trying to take a selfie on a train.,cite_ref-57,cite_ref-57,"['https://www.themoscowtimes.com/2015/08/04/another-russian-teenager-dies-while-trying-to-take-a-selfie-on-a-train-a48723', 'https://web.archive.org/web/20201103001030/https://www.themoscowtimes.com/2015/08/04/another-russian-teenager-dies-while-trying-to-take-a-selfie-on-a-train-a48723']"
2015-09-01,United States,1,Firearm,A 19-year-old from Houston died after trying to take an Instagram selfie while holding a loaded gun to his head. He accidentally fired the gun and shot himself in the throat.,cite_ref-58,cite_ref-58,"['https://www.vice.com/en_uk/read/houston-teen-dies-taking-an-instagram-selfie-with-a-gun-or-how-selfies-will-kill-us-all-505', '/wiki/Vice_(magazine)', 'https://web.archive.org/web/20151108101716/http://www.vice.com/en_uk/read/houston-teen-dies-taking-an-instagram-selfie-with-a-gun-or-how-selfies-will-kill-us-all-505']"
2015-09-01,India,1,Fall,"A Japanese tourist fell down a staircase to his death while taking a selfie at the Taj Mahal, Agra, India.",cite_ref-59,cite_ref-59,"['https://www.bbc.com/news/world-asia-india-34287655', '/wiki/BBC', 'https://web.archive.org/web/20150920183739/http://www.bbc.com/news/world-asia-india-34287655']"
2015-09-01,Russia,1,Fall,"A 17-year-old student, Andrey Retrovsky from Vologda, Russia, fell to his death attempting to take a selfie while hanging from a rope from a nine-story building. The rope snapped. Retrovsky was known for taking 'extreme' selfies and posting them to his Instagram account ""drewsssik"".",cite_ref-60,cite_ref-60,"['https://ca.news.yahoo.com/schoolboy-killed-while-taking-extreme-143709445.html', '/wiki/Yahoo!', 'https://web.archive.org/web/20151001175831/https://ca.news.yahoo.com/schoolboy-killed-while-taking-extreme-143709445.html']"
2015-09-01,Russia,1,Fall,"A 17-year-old student, Andrey Retrovsky from Vologda, Russia, fell to his death attempting to take a selfie while hanging from a rope from a nine-story building. The rope snapped. Retrovsky was known for taking 'extreme' selfies and posting them to his Instagram account ""drewsssik"".",cite_ref-61,cite_ref-61,"['http://www.ibtimes.co.uk/selfie-dangers-teen-falls-9-floors-his-death-he-poses-rooftop-russia-1521743', 'https://web.archive.org/web/20160817165925/http://www.ibtimes.co.uk/selfie-dangers-teen-falls-9-floors-his-death-he-poses-rooftop-russia-1521743']"
2015-09-01,India,1,Fall,"An engineering student died while taking selfies with friends at Kolli Hills, Namakkal, Tamil Nadu, when the rock on which he was standing cracked and gave way, plunging him 60 feet and causing his death from head injuries.",cite_ref-62,cite_ref-62,"['http://www.thehindu.com/news/national/tamil-nadu/engineering-student-falls-off-cliff-trying-to-take-selfie-dies-in-tn/article7701779.ece', '/wiki/The_Hindu', 'https://web.archive.org/web/20180302104439/http://www.thehindu.com/news/national/tamil-nadu/engineering-student-falls-off-cliff-trying-to-take-selfie-dies-in-tn/article7701779.ece']"
2015-09-01,India,1,Fall,"An engineering student died while taking selfies with friends at Kolli Hills, Namakkal, Tamil Nadu, when the rock on which he was standing cracked and gave way, plunging him 60 feet and causing his death from head injuries.",cite_ref-63,cite_ref-63,"['http://indiatoday.intoday.in/story/attempt-to-take-selfie-turns-fatal-for-engg-student/1/485597.html', 'https://web.archive.org/web/20151118064928/http://indiatoday.intoday.in/story/attempt-to-take-selfie-turns-fatal-for-engg-student/1/485597.html']"
2015-10-01,Spain,1,Electrocution,A 14-year-old from Barcelona was hospitalised with electric shock after trying to take a selfie on the roof of a train car.,cite_ref-64,cite_ref-64,"['http://www.20minutos.es/noticia/2583280/0/joven-herido/electrocutado/selfie-techo-tren-rubi-barcelona/', '/wiki/20_minutos', 'https://web.archive.org/web/20181225181132/https://www.20minutos.es/noticia/2583280/0/joven-herido/electrocutado/selfie-techo-tren-rubi-barcelona/']"
2015-10-01,Chile,1,Other,"A 68-year-old Belgian woman was visiting the El Tatio geyser field located within the Andes Mountains of northern Chile. While attempting to take a selfie in front of an active geyser she stepped backwards and fell into the scalding hot water. Her husband pulled her out, but she died in hospital days later from burns over 85 percent of her body.",cite_ref-65,cite_ref-65,"['https://www.mirror.co.uk/news/world-news/selfie-taking-tourist-dies-hospital-6645387', 'https://web.archive.org/web/20160830230454/http://www.mirror.co.uk/news/world-news/selfie-taking-tourist-dies-hospital-6645387']"
2015-11-01,India,2,Drowned,"Two engineering students of Wadhwan, Gujarat, drowned in Narmada Canal after slipping down the bank while taking selfies.",cite_ref-66,cite_ref-66,"['http://timesofindia.indiatimes.com/city/rajkot/2-engg-students-drown-trying-to-click-selfies-in-Surendranagar/articleshow/49638800.cms', 'https://web.archive.org/web/20161126212908/http://timesofindia.indiatimes.com/city/rajkot/2-engg-students-drown-trying-to-click-selfies-in-Surendranagar/articleshow/49638800.cms']"
2015-11-01,India,2,Transport,"A first-year student of College Sourav Dey died and another was critically injured in the Kalyani area in Nadia district of West Bengal, India, as they were run over by a train while they were taking selfies.",cite_ref-67,cite_ref-67,"['http://www.thehindu.com/news/cities/kolkata/one-killed-in-accident-while-taking-selfies-on-rail-track/article7925422.ece', 'https://web.archive.org/web/20200806142428/https://www.thehindu.com/news/cities/kolkata/one-killed-in-accident-while-taking-selfies-on-rail-track/article7925422.ece']"
2015-11-01,India,1,Electrocution,"A 14-year-old boy, who was trying to take a selfie atop a stationary train wagon at Nahur station yard in Mumbai, was electrocuted and died a few hours later. He accidentally came in contact with a 25,000-volt overhead wire and suffered 80 percent burns.",cite_ref-68,cite_ref-68,"['http://www.thehindu.com/news/cities/mumbai/mumbai-schoolboy-dies-while-taking-selfie-atop-train/article7841257.ece', 'https://web.archive.org/web/20200806143600/https://www.thehindu.com/news/cities/mumbai/mumbai-schoolboy-dies-while-taking-selfie-atop-train/article7841257.ece']"
2015-12-01,Pakistan,1,Transport,"A 22-year-old man, the son of a railway employee of Rawalpindi, Pakistan, died while attempting to take a selfie while standing on the track in front of a moving train.",cite_ref-70,cite_ref-70,"['http://english.alarabiya.net/en/variety/2015/12/15/Young-Pakistani-man-dies-while-attempting-selfie-with-moving-train-.html', 'https://web.archive.org/web/20181225181134/http://english.alarabiya.net/en/variety/2015/12/15/Young-Pakistani-man-dies-while-attempting-selfie-with-moving-train-.html']"
2015-12-01,Turkey,2,Transport,"Five teenagers lay down in the middle of the road near an airport to take a selfie with a plane landing in the background. It was at night, and a truck driver did not see them and accidentally ran them over, killing two of them. The teenagers had been drinking.",cite_ref-71,cite_ref-71,"['http://pulse.ng/gist/in-turkey-2-teens-killed-by-a-lorry-after-trying-to-take-daring-selfie-id4508506.html', 'https://web.archive.org/web/20160819030448/http://pulse.ng/gist/in-turkey-2-teens-killed-by-a-lorry-after-trying-to-take-daring-selfie-id4508506.html']"
2016-01-01,India,1,Transport,"A 16-year-old boy was killed by a passenger train while taking a selfie with an approaching train in Chennai, India. The teen reportedly walked in front of the train and waited for it to come closer before taking the photo.",cite_ref-72,cite_ref-72,"['http://news.sky.com/story/1633671/teen-taking-selfie-killed-by-train-in-india', '/wiki/Sky_News', 'https://web.archive.org/web/20181225181138/https://news.sky.com/']"
2016-01-01,India,1,Transport,"A 16-year-old boy was killed by a passenger train while taking a selfie with an approaching train in Chennai, India. The teen reportedly walked in front of the train and waited for it to come closer before taking the photo.",cite_ref-73,cite_ref-73,"['https://www.bbc.com/news/world-asia-india-35457282', 'https://web.archive.org/web/20201002021933/https://www.bbc.com/news/world-asia-india-35457282']"
